,Np,Nt,Kp,Kt,lp,Rg,E2E,zd,lb,sd_lp,sd_Rg,sd_zd
0,8.0,8.0,0.25,0.25,1.2109248559704309,1.5036199430987336,4.0067856867365546,4.577478272727273,0.9513529729101277,0.123686782503148,0.03640330449906194,1.0661255347958103
1,8.0,8.0,0.25,1.0,0.7559015632208491,1.2917883498445968,2.9535239484666564,3.7173159090909094,0.9501852570546271,0.05180308141671915,0.05065208743425256,0.9244462145060837
2,8.0,8.0,0.25,4.0,0.960982411023523,1.3591755367254719,3.1674505432881603,4.2352497181818185,0.9485867042167319,0.10103977355273158,0.026005666205523727,0.9331007829337883
3,8.0,8.0,0.25,16.0,0.8433924695787682,1.4082589320824055,3.816754860600574,5.450483636363636,0.9527140142965396,0.15603273922620303,0.02260209090440073,1.3330182214815625
4,8.0,8.0,0.25,64.0,0.5449753524913459,1.338291836426401,3.716068023688003,7.469266363636362,0.9527530126783672,0.19718567899686718,0.021265958105645175,0.6619797986381144
5,8.0,8.0,1.0,0.25,1.2132543491557473,1.452981644580534,3.4904303375635704,4.131273272727273,0.9460222221065917,0.11663681265931254,0.05360820462110965,0.9826393502163715
6,8.0,8.0,1.0,1.0,0.9484858668782586,1.4284178501143912,3.6183242649249676,4.317896490909091,0.9561148803291726,0.07243076644500375,0.02178470950670562,1.0893897056833122
7,8.0,8.0,1.0,4.0,1.1205106757488001,1.4131613386954918,3.1818359541148196,3.9739386545454547,0.9565498292671344,0.10536350567433987,0.04808490622906918,1.619024276522946
8,8.0,8.0,1.0,16.0,0.7969192599320037,1.2925371514732036,3.102113177858362,6.295393818181819,0.9543367027444987,0.038296265873880984,0.016421476315953594,1.4298062331710812
9,8.0,8.0,1.0,64.0,0.7052662219295275,1.2446386445162274,3.028147386557791,7.371417272727272,0.9508255739073805,0.035580992433011036,0.022692201850719393,0.9392476311204032
10,8.0,8.0,4.0,0.25,1.8278064972882613,1.613925978929921,4.230828773225866,3.807652372727273,0.954065092147679,0.09049746279819315,0.0335347336506014,0.9523775331325703
11,8.0,8.0,4.0,1.0,2.6550339137963146,1.7416674344648726,4.7931676701284225,4.199074909090908,0.9547078461379126,0.25825661555257906,0.057460840051272395,1.2851705176573018
12,8.0,8.0,4.0,4.0,1.4281528267508201,1.4940276309660583,3.5046536483432686,4.430205263636363,0.9469308728482334,0.17869552511587827,0.04145102459046799,1.123329499507264
13,8.0,8.0,4.0,16.0,1.0587757347492444,1.348400621472072,3.150071145458465,5.859246181818182,0.9569160198175124,0.13395309139293884,0.021551551604761108,1.0135898769163196
14,8.0,8.0,4.0,64.0,1.1422923629332156,1.3874827638485818,3.3879993545222593,7.850111818181818,0.9552977878567033,0.11161749616904848,0.008528824589395419,0.8486159849995133
15,8.0,8.0,16.0,0.25,7.146348618603612,1.9897698970780553,5.773668827013265,3.7125287309090917,0.953413041435721,0.2541738664747076,0.01259988748840627,0.9999501567711121
16,8.0,8.0,16.0,1.0,6.351076208415762,1.963555468174418,5.641886584419135,4.401007036363636,0.9492690918263849,0.18260956971797643,0.009345678830310676,1.136029098357854
17,8.0,8.0,16.0,4.0,5.603680370348986,1.9279784373563364,5.510082576185951,4.570865709090909,0.9428742990099325,0.19080421829415556,0.019997709418770975,1.200765933571073
18,8.0,8.0,16.0,16.0,3.7516393261286662,1.8313950109329873,5.131071399339845,5.235900614545454,0.9521629980608887,0.15242739625966822,0.012056663648997473,1.38025840991881
